PEER NGA STRONG MOTION DATABASE RECORD
FRIULI, ITALY 05/06/76 2000, TOLMEZZO, 000                                      
ACCELERATION TIME HISTORY IN UNITS OF G
# 7269    0.0050    NPTS, DT
time	acc
8.88999999999999	2.62E-02
8.89499999999999	2.70E-02
8.89999999999999	2.74E-02
8.90499999999999	2.73E-02
8.90999999999999	2.63E-02
8.91499999999999	2.42E-02
8.91999999999999	2.10E-02
8.925	1.68E-02
8.93	1.17E-02
8.935	5.81E-03
8.94	-8.25E-04
8.945	-7.39E-03
8.95	-1.26E-02
8.955	-1.58E-02
8.96	-1.72E-02
8.965	-1.72E-02
8.97	-1.60E-02
8.975	-1.32E-02
8.98	-8.44E-03
8.98500000000001	-1.29E-03
8.99000000000001	7.57E-03
8.99500000000001	1.60E-02
9.00000000000001	2.20E-02
9.00500000000001	2.53E-02
9.01000000000001	2.66E-02
9.01500000000001	2.70E-02
9.02000000000001	2.68E-02
9.02500000000001	2.56E-02
9.03000000000001	2.35E-02
9.03500000000001	2.11E-02
9.04000000000001	1.87E-02
9.04500000000001	1.64E-02
9.05000000000002	1.44E-02
9.05500000000002	1.26E-02
9.06000000000002	1.05E-02
9.06500000000002	7.70E-03
9.07000000000002	3.87E-03
9.07500000000002	-8.56E-04
9.08000000000002	-5.87E-03
9.08500000000002	-1.01E-02
9.09000000000002	-1.29E-02
9.09500000000002	-1.41E-02
9.10000000000002	-1.41E-02
9.10500000000002	-1.32E-02
9.11000000000002	-1.17E-02
9.11500000000003	-9.44E-03
9.12000000000003	-6.29E-03
9.12500000000003	-2.00E-03
9.13000000000003	3.19E-03
9.13500000000003	8.78E-03
9.14000000000003	1.43E-02
9.14500000000003	1.95E-02
9.15000000000003	2.48E-02
9.15500000000003	3.03E-02
9.16000000000003	3.59E-02
9.16500000000003	4.12E-02
9.17000000000003	4.59E-02
9.17500000000003	4.94E-02
9.18000000000004	5.18E-02
9.18500000000004	5.31E-02
9.19000000000004	5.33E-02
9.19500000000004	5.23E-02
9.20000000000004	4.98E-02
9.20500000000004	4.61E-02
9.21000000000004	4.15E-02
9.21500000000004	3.72E-02
9.22000000000004	3.37E-02
9.22500000000004	3.14E-02
9.23000000000004	3.00E-02
9.23500000000004	2.91E-02
9.24000000000004	2.84E-02
9.24500000000005	2.75E-02
9.25000000000005	2.62E-02
9.25500000000005	2.47E-02
9.26000000000005	2.27E-02
9.26500000000005	2.05E-02
9.27000000000005	1.82E-02
9.27500000000005	1.60E-02
9.28000000000005	1.35E-02
9.28500000000005	1.07E-02
9.29000000000005	6.89E-03
9.29500000000005	1.71E-03
9.30000000000005	-4.43E-03
9.30500000000006	-1.05E-02
9.31000000000006	-1.55E-02
9.31500000000006	-1.94E-02
9.32000000000006	-2.28E-02
9.32500000000006	-2.61E-02
9.33000000000006	-2.96E-02
9.33500000000006	-3.31E-02
9.34000000000006	-3.58E-02
9.34500000000006	-3.77E-02
9.35000000000006	-3.88E-02
9.35500000000006	-3.92E-02
9.36000000000006	-3.89E-02
9.36500000000006	-3.84E-02
9.37000000000007	-3.78E-02
9.37500000000007	-3.75E-02
9.38000000000007	-3.76E-02
9.38500000000007	-3.80E-02
9.39000000000007	-3.85E-02
9.39500000000007	-3.89E-02
9.40000000000007	-3.94E-02
9.40500000000007	-3.98E-02
9.41000000000007	-4.01E-02
9.41500000000007	-4.02E-02
9.42000000000007	-4.01E-02
9.42500000000007	-3.94E-02
9.43000000000007	-3.82E-02
9.43500000000008	-3.66E-02
9.44000000000008	-3.42E-02
9.44500000000008	-3.14E-02
9.45000000000008	-2.83E-02
9.45500000000008	-2.47E-02
9.46000000000008	-2.09E-02
9.46500000000008	-1.71E-02
9.47000000000008	-1.36E-02
9.47500000000008	-1.07E-02
9.48000000000008	-8.71E-03
9.48500000000008	-7.65E-03
9.49000000000008	-7.48E-03
9.49500000000008	-7.96E-03
9.50000000000009	-8.65E-03
9.50500000000009	-9.35E-03
9.51000000000009	-9.95E-03
9.51500000000009	-1.03E-02
9.52000000000009	-1.03E-02
9.52500000000009	-1.02E-02
9.53000000000009	-9.78E-03
9.53500000000009	-9.03E-03
9.54000000000009	-8.00E-03
9.54500000000009	-6.73E-03
9.55000000000009	-5.09E-03
9.55500000000009	-3.07E-03
9.56000000000009	-9.55E-04
9.5650000000001	1.03E-03
9.5700000000001	2.87E-03
9.5750000000001	4.59E-03
9.5800000000001	6.35E-03
9.5850000000001	8.44E-03
9.5900000000001	1.09E-02
9.5950000000001	1.38E-02
9.6000000000001	1.68E-02
9.6050000000001	1.95E-02
9.6100000000001	2.18E-02
9.6150000000001	2.42E-02
9.6200000000001	2.67E-02
9.62500000000011	2.96E-02
9.63000000000011	3.26E-02
9.63500000000011	3.57E-02
9.64000000000011	3.86E-02
9.64500000000011	4.10E-02
9.65000000000011	4.24E-02
9.65500000000011	4.28E-02
9.66000000000011	4.22E-02
9.66500000000011	4.08E-02
9.67000000000011	3.87E-02
9.67500000000011	3.58E-02
9.68000000000011	3.20E-02
9.68500000000011	2.76E-02
9.69000000000012	2.29E-02
9.69500000000012	1.85E-02
9.70000000000012	1.49E-02
9.70500000000012	1.23E-02
9.71000000000012	1.03E-02
9.71500000000012	8.59E-03
9.72000000000012	7.24E-03
9.72500000000012	6.28E-03
9.73000000000012	5.76E-03
9.73500000000012	5.70E-03
9.74000000000012	5.81E-03
9.74500000000012	6.01E-03
9.75000000000012	6.10E-03
9.75500000000013	5.65E-03
9.76000000000013	4.57E-03
9.76500000000013	2.85E-03
9.77000000000013	2.53E-04
9.77500000000013	-3.39E-03
9.78000000000013	-7.71E-03
9.78500000000013	-1.20E-02
9.79000000000013	-1.59E-02
9.79500000000013	-1.91E-02
9.80000000000013	-2.16E-02
9.80500000000013	-2.38E-02
9.81000000000013	-2.59E-02
9.81500000000013	-2.84E-02
9.82000000000014	-3.10E-02
9.82500000000014	-3.38E-02
9.83000000000014	-3.65E-02
9.83500000000014	-3.87E-02
9.84000000000014	-4.03E-02
9.84500000000014	-4.10E-02
9.85000000000014	-4.08E-02
9.85500000000014	-3.96E-02
9.86000000000014	-3.72E-02
9.86500000000014	-3.40E-02
9.87000000000014	-3.03E-02
9.87500000000014	-2.64E-02
9.88000000000014	-2.29E-02
9.88500000000015	-2.01E-02
9.89000000000015	-1.82E-02
9.89500000000015	-1.70E-02
9.90000000000015	-1.63E-02
9.90500000000015	-1.59E-02
9.91000000000015	-1.55E-02
9.91500000000015	-1.51E-02
9.92000000000015	-1.46E-02
9.92500000000015	-1.40E-02
9.93000000000015	-1.35E-02
9.93500000000015	-1.30E-02
9.94000000000015	-1.27E-02
9.94500000000016	-1.25E-02
9.95000000000016	-1.24E-02
9.95500000000016	-1.26E-02
9.96000000000016	-1.29E-02
9.96500000000016	-1.32E-02
9.97000000000016	-1.33E-02
9.97500000000016	-1.33E-02
9.98000000000016	-1.31E-02
9.98500000000016	-1.25E-02
9.99000000000016	-1.16E-02
9.99500000000016	-1.06E-02
10.0000000000002	-9.33E-03
10.0050000000002	-7.87E-03
10.0100000000002	-6.13E-03
10.0150000000002	-4.19E-03
10.0200000000002	-2.00E-03
10.0250000000002	3.88E-04
10.0300000000002	2.78E-03
10.0350000000002	4.92E-03
10.0400000000002	6.63E-03
10.0450000000002	7.82E-03
10.0500000000002	8.26E-03
10.0550000000002	7.78E-03
10.0600000000002	6.37E-03
10.0650000000002	3.98E-03
10.0700000000002	9.71E-04
10.0750000000002	-2.19E-03
10.0800000000002	-5.21E-03
10.0850000000002	-7.78E-03
10.0900000000002	-9.71E-03
10.0950000000002	-1.11E-02
10.1000000000002	-1.20E-02
10.1050000000002	-1.26E-02
10.1100000000002	-1.28E-02
10.1150000000002	-1.26E-02
10.1200000000002	-1.20E-02
10.1250000000002	-1.14E-02
10.1300000000002	-1.05E-02
10.1350000000002	-9.60E-03
10.1400000000002	-8.48E-03
10.1450000000002	-7.22E-03
10.1500000000002	-5.90E-03
10.1550000000002	-4.58E-03
10.1600000000002	-3.58E-03
10.1650000000002	-3.04E-03
10.1700000000002	-2.87E-03
10.1750000000002	-2.93E-03
10.1800000000002	-3.39E-03
10.1850000000002	-4.37E-03
10.1900000000002	-5.71E-03
10.1950000000002	-7.28E-03
10.2000000000002	-8.83E-03
10.2050000000002	-1.01E-02
10.2100000000002	-1.11E-02
10.2150000000002	-1.16E-02
10.2200000000002	-1.16E-02
10.2250000000002	-1.08E-02
10.2300000000002	-9.44E-03
10.2350000000002	-7.88E-03
10.2400000000002	-6.30E-03
10.2450000000002	-4.92E-03
10.2500000000002	-3.79E-03
10.2550000000002	-2.72E-03
10.2600000000002	-1.72E-03
10.2650000000002	-8.21E-04
10.2700000000002	6.98E-05
10.2750000000002	1.08E-03
10.2800000000002	2.32E-03
10.2850000000002	3.90E-03
10.2900000000002	5.74E-03
10.2950000000002	7.63E-03
10.3000000000002	9.36E-03
10.3050000000002	1.09E-02
10.3100000000002	1.25E-02
10.3150000000002	1.43E-02
10.3200000000002	1.61E-02
10.3250000000002	1.79E-02
10.3300000000002	1.92E-02
10.3350000000002	1.97E-02
10.3400000000002	1.95E-02
10.3450000000002	1.85E-02
10.3500000000002	1.68E-02
10.3550000000002	1.49E-02
10.3600000000002	1.31E-02
10.3650000000002	1.17E-02
10.3700000000002	1.06E-02
10.3750000000002	9.77E-03
10.3800000000002	9.18E-03
10.3850000000002	8.90E-03
10.3900000000002	9.05E-03
10.3950000000002	9.66E-03
10.4000000000002	1.08E-02
10.4050000000002	1.24E-02
10.4100000000002	1.41E-02
10.4150000000002	1.57E-02
10.4200000000002	1.70E-02
10.4250000000002	1.79E-02
10.4300000000002	1.84E-02
10.4350000000002	1.85E-02
10.4400000000002	1.84E-02
10.4450000000002	1.81E-02
10.4500000000002	1.79E-02
10.4550000000002	1.77E-02
10.4600000000002	1.73E-02
10.4650000000002	1.68E-02
10.4700000000002	1.64E-02
10.4750000000002	1.63E-02
10.4800000000002	1.64E-02
10.4850000000002	1.68E-02
10.4900000000002	1.73E-02
10.4950000000002	1.74E-02
10.5000000000002	1.71E-02
10.5050000000002	1.64E-02
10.5100000000002	1.54E-02
10.5150000000002	1.42E-02
10.5200000000002	1.31E-02
10.5250000000002	1.20E-02
10.5300000000002	1.10E-02
10.5350000000002	1.02E-02
10.5400000000002	9.42E-03
10.5450000000002	8.61E-03
10.5500000000003	7.84E-03
10.5550000000003	7.18E-03
10.5600000000003	6.64E-03
10.5650000000003	6.23E-03
10.5700000000003	6.16E-03
10.5750000000003	6.63E-03
10.5800000000003	7.60E-03
10.5850000000003	9.10E-03
10.5900000000003	1.10E-02
10.5950000000003	1.32E-02
10.6000000000003	1.54E-02
10.6050000000003	1.71E-02
10.6100000000003	1.79E-02
10.6150000000003	1.76E-02
10.6200000000003	1.64E-02
10.6250000000003	1.48E-02
10.6300000000003	1.30E-02
10.6350000000003	1.12E-02
10.6400000000003	9.38E-03
10.6450000000003	7.80E-03
10.6500000000003	6.51E-03
10.6550000000003	5.50E-03
10.6600000000003	4.74E-03
10.6650000000003	4.15E-03
10.6700000000003	3.67E-03
10.6750000000003	3.11E-03
10.6800000000003	2.39E-03
10.6850000000003	1.49E-03
10.6900000000003	3.49E-04
10.6950000000003	-1.08E-03
10.7000000000003	-2.76E-03
10.7050000000003	-4.44E-03
10.7100000000003	-5.94E-03
10.7150000000003	-7.09E-03
10.7200000000003	-7.81E-03
10.7250000000003	-8.13E-03
10.7300000000003	-7.95E-03
10.7350000000003	-7.29E-03
10.7400000000003	-6.08E-03
10.7450000000003	-4.42E-03
10.7500000000003	-2.63E-03
10.7550000000003	-9.74E-04
10.7600000000003	3.97E-04
10.7650000000003	1.39E-03
10.7700000000003	1.81E-03
10.7750000000003	1.62E-03
10.7800000000003	9.34E-04
10.7850000000003	-2.32E-05
10.7900000000003	-1.01E-03
10.7950000000003	-1.92E-03
10.8000000000003	-2.56E-03
10.8050000000003	-2.86E-03
10.8100000000003	-2.88E-03
10.8150000000003	-2.61E-03
10.8200000000003	-2.05E-03
10.8250000000003	-1.35E-03
10.8300000000003	-7.87E-04
10.8350000000003	-5.07E-04
10.8400000000003	-5.95E-04
10.8450000000003	-1.12E-03
10.8500000000003	-1.98E-03
10.8550000000003	-3.13E-03
10.8600000000003	-4.37E-03
10.8650000000003	-5.57E-03
10.8700000000003	-6.74E-03
10.8750000000003	-7.89E-03
10.8800000000003	-9.16E-03
10.8850000000003	-1.06E-02
10.8900000000003	-1.22E-02
10.8950000000003	-1.40E-02
10.9000000000003	-1.60E-02
10.9050000000003	-1.82E-02
10.9100000000003	-2.06E-02
10.9150000000003	-2.30E-02
10.9200000000003	-2.50E-02
10.9250000000003	-2.67E-02
10.9300000000003	-2.80E-02
10.9350000000003	-2.92E-02
10.9400000000003	-3.01E-02
10.9450000000003	-3.06E-02
10.9500000000003	-3.05E-02
10.9550000000003	-2.97E-02
10.9600000000003	-2.83E-02
10.9650000000003	-2.62E-02
10.9700000000003	-2.38E-02
10.9750000000003	-2.11E-02
10.9800000000003	-1.82E-02
10.9850000000003	-1.53E-02
10.9900000000003	-1.21E-02
10.9950000000003	-8.75E-03
11.0000000000003	-5.03E-03
11.0050000000003	-8.84E-04
11.0100000000003	3.57E-03
11.0150000000003	8.10E-03
11.0200000000003	1.24E-02
11.0250000000003	1.61E-02
11.0300000000003	1.89E-02
11.0350000000003	2.06E-02
11.0400000000003	2.12E-02
11.0450000000003	2.09E-02
11.0500000000003	1.97E-02
11.0550000000003	1.77E-02
11.0600000000003	1.51E-02
11.0650000000003	1.20E-02
11.0700000000003	9.11E-03
11.0750000000003	6.78E-03
11.0800000000003	5.15E-03
11.0850000000003	4.27E-03
11.0900000000003	4.08E-03
11.0950000000003	4.35E-03
11.1000000000003	4.94E-03
11.1050000000003	5.69E-03
11.1100000000003	6.39E-03
11.1150000000003	6.90E-03
11.1200000000003	7.33E-03
11.1250000000003	7.72E-03
11.1300000000003	8.19E-03
11.1350000000003	8.79E-03
11.1400000000003	9.26E-03
11.1450000000003	9.49E-03
11.1500000000003	9.46E-03
11.1550000000003	8.99E-03
11.1600000000003	8.01E-03
11.1650000000003	6.50E-03
11.1700000000003	4.38E-03
11.1750000000003	1.78E-03
11.1800000000003	-9.54E-04
11.1850000000004	-3.51E-03
11.1900000000003	-5.58E-03
11.1950000000004	-6.96E-03
11.2000000000004	-7.62E-03
11.2050000000004	-7.66E-03
11.2100000000004	-7.11E-03
11.2150000000004	-6.14E-03
11.2200000000004	-5.07E-03
11.2250000000004	-4.08E-03
11.2300000000004	-3.09E-03
11.2350000000004	-2.00E-03
11.2400000000004	-6.83E-04
11.2450000000004	8.71E-04
11.2500000000004	2.45E-03
11.2550000000004	3.85E-03
11.2600000000004	5.06E-03
11.2650000000004	5.98E-03
11.2700000000004	6.59E-03
11.2750000000004	6.89E-03
11.2800000000004	6.67E-03
11.2850000000004	5.84E-03
11.2900000000004	4.49E-03
11.2950000000004	2.74E-03
11.3000000000004	9.09E-04
11.3050000000004	-6.87E-04
11.3100000000004	-1.87E-03
11.3150000000004	-2.53E-03
11.3200000000004	-2.53E-03
11.3250000000004	-1.83E-03
11.3300000000004	-5.19E-04
11.3350000000004	1.25E-03
11.3400000000004	3.34E-03
11.3450000000004	5.62E-03
11.3500000000004	8.04E-03
11.3550000000004	1.05E-02
11.3600000000004	1.29E-02
11.3650000000004	1.49E-02
11.3700000000004	1.66E-02
11.3750000000004	1.75E-02
11.3800000000004	1.77E-02
11.3850000000004	1.71E-02
11.3900000000004	1.58E-02
11.3950000000004	1.40E-02
11.4000000000004	1.20E-02
11.4050000000004	9.67E-03
11.4100000000004	7.09E-03
11.4150000000004	4.39E-03
11.4200000000004	1.78E-03
11.4250000000004	-7.23E-04
11.4300000000004	-3.12E-03
11.4350000000004	-5.33E-03
11.4400000000004	-7.29E-03
11.4450000000004	-9.03E-03
11.4500000000004	-1.07E-02
11.4550000000004	-1.21E-02
11.4600000000004	-1.35E-02
11.4650000000004	-1.48E-02
11.4700000000004	-1.61E-02
11.4750000000004	-1.76E-02
11.4800000000004	-1.92E-02
11.4850000000004	-2.11E-02
11.4900000000004	-2.30E-02
11.4950000000004	-2.46E-02
11.5000000000004	-2.59E-02
11.5050000000004	-2.68E-02
11.5100000000004	-2.71E-02
11.5150000000004	-2.68E-02
11.5200000000004	-2.60E-02
11.5250000000004	-2.46E-02
11.5300000000004	-2.28E-02
11.5350000000004	-2.10E-02
11.5400000000004	-1.94E-02
11.5450000000004	-1.79E-02
11.5500000000004	-1.67E-02
11.5550000000004	-1.57E-02
11.5600000000004	-1.52E-02
11.5650000000004	-1.48E-02
11.5700000000004	-1.41E-02
11.5750000000004	-1.30E-02
11.5800000000004	-1.13E-02
11.5850000000004	-9.01E-03
11.5900000000004	-6.34E-03
11.5950000000004	-3.12E-03
11.6000000000004	6.40E-04
11.6050000000004	4.71E-03
11.6100000000004	8.79E-03
11.6150000000004	1.24E-02
11.6200000000004	1.52E-02
11.6250000000004	1.74E-02
11.6300000000004	1.89E-02
11.6350000000004	1.99E-02
11.6400000000004	2.04E-02
11.6450000000004	2.02E-02
11.6500000000004	1.95E-02
11.6550000000004	1.82E-02
11.6600000000004	1.63E-02
11.6650000000004	1.38E-02
11.6700000000004	1.08E-02
11.6750000000004	7.56E-03
11.6800000000004	4.35E-03
11.6850000000004	1.39E-03
11.6900000000004	-1.11E-03
11.6950000000004	-3.01E-03
11.7000000000004	-4.49E-03
11.7050000000004	-5.75E-03
11.7100000000004	-6.97E-03
11.7150000000004	-8.16E-03
11.7200000000004	-9.35E-03
11.7250000000004	-1.05E-02
11.7300000000004	-1.15E-02
11.7350000000004	-1.23E-02
11.7400000000004	-1.28E-02
11.7450000000004	-1.30E-02
11.7500000000004	-1.28E-02
11.7550000000004	-1.22E-02
11.7600000000004	-1.14E-02
11.7650000000004	-1.07E-02
11.7700000000004	-1.03E-02
11.7750000000004	-1.03E-02
11.7800000000004	-1.05E-02
11.7850000000004	-1.12E-02
11.7900000000004	-1.20E-02
11.7950000000004	-1.29E-02
11.8000000000004	-1.35E-02
11.8050000000004	-1.40E-02
11.8100000000004	-1.40E-02
11.8150000000004	-1.35E-02
11.8200000000004	-1.26E-02
11.8250000000005	-1.11E-02
11.8300000000005	-9.28E-03
11.8350000000005	-7.00E-03
11.8400000000005	-4.55E-03
11.8450000000005	-2.18E-03
11.8500000000005	-3.65E-05
11.8550000000005	1.76E-03
11.8600000000005	3.09E-03
11.8650000000005	3.81E-03
11.8700000000005	3.96E-03
11.8750000000005	3.67E-03
11.8800000000005	3.01E-03
11.8850000000005	2.10E-03
11.8900000000005	1.14E-03
11.8950000000005	2.33E-04
11.9000000000005	-3.46E-04
11.9050000000005	-1.98E-04
11.9100000000005	7.48E-04
11.9150000000005	2.42E-03
11.9200000000005	4.95E-03
11.9250000000005	8.23E-03
11.9300000000005	1.21E-02
11.9350000000005	1.63E-02
11.9400000000005	2.03E-02
11.9450000000005	2.37E-02
11.9500000000005	2.62E-02
11.9550000000005	2.75E-02
11.9600000000005	2.81E-02
11.9650000000005	2.82E-02
11.9700000000005	2.80E-02
11.9750000000005	2.74E-02
11.9800000000005	2.63E-02
11.9850000000005	2.49E-02
11.9900000000005	2.29E-02
11.9950000000005	2.03E-02
12.0000000000005	1.71E-02
12.0050000000005	1.35E-02
12.0100000000005	9.72E-03
12.0150000000005	6.17E-03
12.0200000000005	3.13E-03
12.0250000000005	6.99E-04
12.0300000000005	-1.08E-03
12.0350000000005	-2.21E-03
12.0400000000005	-2.82E-03
12.0450000000005	-3.10E-03
12.0500000000005	-3.23E-03
12.0550000000005	-3.35E-03
12.0600000000005	-3.53E-03
12.0650000000005	-3.67E-03
12.0700000000005	-3.87E-03
12.0750000000005	-4.34E-03
12.0800000000005	-5.14E-03
12.0850000000005	-6.16E-03
12.0900000000005	-7.10E-03
12.0950000000005	-7.82E-03
12.1000000000005	-8.35E-03
12.1050000000005	-8.66E-03
12.1100000000005	-8.81E-03
12.1150000000005	-8.94E-03
12.1200000000005	-9.17E-03
12.1250000000005	-9.53E-03
12.1300000000005	-9.87E-03
12.1350000000005	-1.00E-02
12.1400000000005	-1.01E-02
12.1450000000005	-1.00E-02
12.1500000000005	-9.98E-03
12.1550000000005	-9.89E-03
12.1600000000005	-9.47E-03
12.1650000000005	-8.52E-03
12.1700000000005	-7.28E-03
12.1750000000005	-6.08E-03
12.1800000000005	-5.18E-03
12.1850000000005	-4.62E-03
12.1900000000005	-4.23E-03
12.1950000000005	-3.98E-03
12.2000000000005	-3.82E-03
12.2050000000005	-3.71E-03
12.2100000000005	-3.66E-03
12.2150000000005	-3.53E-03
12.2200000000005	-3.30E-03
12.2250000000005	-3.22E-03
12.2300000000005	-3.45E-03
12.2350000000005	-4.02E-03
12.2400000000005	-4.92E-03
12.2450000000005	-6.05E-03
12.2500000000005	-7.24E-03
12.2550000000005	-8.40E-03
12.2600000000005	-9.31E-03
12.2650000000005	-9.70E-03
12.2700000000005	-9.63E-03
12.2750000000005	-9.07E-03
12.2800000000005	-7.99E-03
12.2850000000005	-6.47E-03
12.2900000000005	-4.67E-03
12.2950000000005	-2.82E-03
12.3000000000005	-9.49E-04
12.3050000000005	6.82E-04
12.3100000000005	1.91E-03
12.3150000000005	2.89E-03
12.3200000000005	3.68E-03
12.3250000000005	4.44E-03
12.3300000000005	5.26E-03
12.3350000000005	6.20E-03
12.3400000000005	7.37E-03
12.3450000000005	8.82E-03
12.3500000000005	1.04E-02
12.3550000000005	1.18E-02
12.3600000000005	1.33E-02
12.3650000000005	1.48E-02
12.3700000000005	1.62E-02
12.3750000000005	1.75E-02
12.3800000000005	1.85E-02
12.3850000000005	1.91E-02
12.3900000000005	1.95E-02
12.3950000000005	1.97E-02
12.4000000000005	2.00E-02
12.4050000000005	2.01E-02
12.4100000000005	2.00E-02
12.4150000000005	1.96E-02
12.4200000000005	1.88E-02
12.4250000000005	1.77E-02
12.4300000000005	1.65E-02
12.4350000000005	1.54E-02
12.4400000000005	1.46E-02
12.4450000000005	1.41E-02
12.4500000000005	1.40E-02
12.4550000000005	1.40E-02
12.4600000000005	1.38E-02
12.4650000000005	1.35E-02
12.4700000000006	1.29E-02
12.4750000000006	1.23E-02
12.4800000000006	1.17E-02
12.4850000000006	1.12E-02
12.4900000000006	1.08E-02
12.4950000000006	1.03E-02
12.5000000000006	9.97E-03
12.5050000000006	9.76E-03
12.5100000000006	9.43E-03
12.5150000000006	9.08E-03
12.5200000000006	8.78E-03
12.5250000000006	8.43E-03
12.5300000000006	8.19E-03
12.5350000000006	8.00E-03
12.5400000000006	7.79E-03
12.5450000000006	7.55E-03
12.5500000000006	7.19E-03
12.5550000000006	6.74E-03
12.5600000000006	6.38E-03
12.5650000000006	5.71E-03
12.5700000000006	4.44E-03
12.5750000000006	2.77E-03
12.5800000000006	5.32E-04
12.5850000000006	-2.16E-03
12.5900000000006	-4.88E-03
12.5950000000006	-7.50E-03
12.6000000000006	-9.84E-03
12.6050000000006	-1.17E-02
12.6100000000006	-1.29E-02
12.6150000000006	-1.31E-02
12.6200000000006	-1.23E-02
12.6250000000006	-1.06E-02
12.6300000000006	-8.02E-03
12.6350000000006	-4.96E-03
12.6400000000006	-1.78E-03
12.6450000000006	1.40E-03
12.6500000000006	4.32E-03
12.6550000000006	6.54E-03
12.6600000000006	7.96E-03
12.6650000000006	8.46E-03
12.6700000000006	8.21E-03
12.6750000000006	7.41E-03
12.6800000000006	6.00E-03
12.6850000000006	3.94E-03
12.6900000000006	1.24E-03
12.6950000000006	-1.81E-03
12.7000000000006	-4.79E-03
12.7050000000006	-7.31E-03
12.7100000000006	-9.39E-03
12.7150000000006	-1.11E-02
12.7200000000006	-1.22E-02
12.7250000000006	-1.27E-02
12.7300000000006	-1.28E-02
12.7350000000006	-1.24E-02
12.7400000000006	-1.18E-02
12.7450000000006	-1.09E-02
12.7500000000006	-9.97E-03
12.7550000000006	-8.92E-03
12.7600000000006	-7.93E-03
12.7650000000006	-7.02E-03
12.7700000000006	-6.23E-03
12.7750000000006	-5.65E-03
12.7800000000006	-5.34E-03
12.7850000000006	-5.21E-03
12.7900000000006	-5.19E-03
12.7950000000006	-5.27E-03
12.8000000000006	-5.29E-03
12.8050000000006	-5.23E-03
12.8100000000006	-5.02E-03
12.8150000000006	-4.41E-03
12.8200000000006	-3.35E-03
12.8250000000006	-1.73E-03
12.8300000000006	3.96E-04
12.8350000000006	2.73E-03
12.8400000000006	5.10E-03
12.8450000000006	7.40E-03
12.8500000000006	9.47E-03
12.8550000000006	1.13E-02
12.8600000000006	1.29E-02
12.8650000000006	1.43E-02
12.8700000000006	1.54E-02
12.8750000000006	1.62E-02
12.8800000000006	1.68E-02
12.8850000000006	1.74E-02
12.8900000000006	1.78E-02
12.8950000000006	1.80E-02
12.9000000000006	1.81E-02
12.9050000000006	1.81E-02
12.9100000000006	1.81E-02
12.9150000000006	1.81E-02
12.9200000000006	1.80E-02
12.9250000000006	1.77E-02
12.9300000000006	1.74E-02
12.9350000000006	1.69E-02
12.9400000000006	1.61E-02
12.9450000000006	1.48E-02
12.9500000000006	1.32E-02
12.9550000000006	1.15E-02
12.9600000000006	9.59E-03
12.9650000000006	7.61E-03
12.9700000000006	5.47E-03
12.9750000000006	3.03E-03
12.9800000000006	1.56E-04
12.9850000000006	-3.15E-03
12.9900000000006	-6.53E-03
12.9950000000006	-9.63E-03
13.0000000000006	-1.24E-02
13.0050000000006	-1.48E-02
13.0100000000006	-1.69E-02
13.0150000000006	-1.86E-02
13.0200000000006	-2.01E-02
13.0250000000006	-2.14E-02
13.0300000000006	-2.22E-02
13.0350000000006	-2.25E-02
13.0400000000006	-2.22E-02
13.0450000000006	-2.11E-02
13.0500000000006	-1.92E-02
13.0550000000006	-1.64E-02
13.0600000000006	-1.23E-02
13.0650000000006	-7.24E-03
13.0700000000006	-1.56E-03
13.0750000000006	3.83E-03
13.0800000000006	8.10E-03
13.0850000000006	1.12E-02
13.0900000000006	1.33E-02
13.0950000000006	1.46E-02
13.1000000000006	1.53E-02
13.1050000000006	1.57E-02
13.1100000000007	1.59E-02
13.1150000000007	1.59E-02
13.1200000000007	1.58E-02
13.1250000000007	1.60E-02
13.1300000000007	1.64E-02
13.1350000000007	1.70E-02
13.1400000000007	1.73E-02
13.1450000000007	1.74E-02
13.1500000000007	1.74E-02
13.1550000000007	1.68E-02
13.1600000000007	1.59E-02
13.1650000000007	1.47E-02
13.1700000000007	1.34E-02
13.1750000000007	1.22E-02
13.1800000000007	1.07E-02
13.1850000000007	9.42E-03
13.1900000000007	8.03E-03
13.1950000000007	6.44E-03
13.2000000000007	4.84E-03
13.2050000000007	3.33E-03
13.2100000000007	2.13E-03
13.2150000000007	1.24E-03
13.2200000000007	6.15E-04
13.2250000000007	3.75E-04
13.2300000000007	2.03E-04
13.2350000000007	-9.27E-05
13.2400000000007	-5.32E-04
13.2450000000007	-1.18E-03
13.2500000000007	-2.08E-03
13.2550000000007	-3.30E-03
13.2600000000007	-4.77E-03
13.2650000000007	-6.53E-03
13.2700000000007	-8.49E-03
13.2750000000007	-1.06E-02
13.2800000000007	-1.29E-02
13.2850000000007	-1.52E-02
13.2900000000007	-1.74E-02
13.2950000000007	-1.94E-02
13.3000000000007	-2.13E-02
13.3050000000007	-2.29E-02
13.3100000000007	-2.42E-02
13.3150000000007	-2.49E-02
13.3200000000007	-2.49E-02
13.3250000000007	-2.40E-02
13.3300000000007	-2.25E-02
13.3350000000007	-2.03E-02
13.3400000000007	-1.78E-02
13.3450000000007	-1.52E-02
13.3500000000007	-1.26E-02
13.3550000000007	-1.07E-02
13.3600000000007	-9.56E-03
13.3650000000007	-9.02E-03
13.3700000000007	-8.96E-03
13.3750000000007	-8.95E-03
13.3800000000007	-8.86E-03
